# 词	编码	人工权重	分类	类型	实体	来源	核对日期
错误日志	cuo wu ri zhi	30	排障修复	term	错误日志	curated	2026-09-17
错误状态	cuo wu zhuang tai	30	前端交互	term	错误状态	curated	2026-09-17
错误率	cuo wu lv	30	可靠运维	term	错误率	curated	2026-09-17
错误码	cuo wu ma	30	排障修复	term	错误码	curated	2026-09-17
错误类型	cuo wu lei xing	30	排障修复	term	错误类型	curated	2026-09-17
键盘导航	jian pan dao hang	30	前端交互	term	键盘导航	curated	2026-09-17
镜像仓库	jing xiang cang ku	30	可靠运维	term	镜像仓库	curated	2026-09-17
镜像摘要	jing xiang zhai yao	30	可靠运维	term	镜像摘要	curated	2026-09-17
镜像构建	jing xiang gou jian	30	可靠运维	term	镜像构建	curated	2026-09-17
镜像标签	jing xiang biao qian	30	可靠运维	term	镜像标签	curated	2026-09-17
镜像源	jing xiang yuan	30	开发操作	term	镜像源	curated	2026-09-17
镜像签名	jing xiang qian ming	30	可靠运维	term	镜像签名	curated	2026-09-17
镜像缓存	jing xiang huan cun	30	可靠运维	term	镜像缓存	curated	2026-09-17
门面模式	men mian mo shi	30	架构设计	term	门面模式	curated	2026-09-17
闭包陷阱	bi bao xian jing	30	前端交互	term	闭包陷阱	curated	2026-09-17
问题修复	wen ti xiu fu	30	排障修复	term	问题修复	curated	2026-09-17
问题复现	wen ti fu xian	30	排障修复	term	问题复现	curated	2026-09-17
问题清单	wen ti qing dan	30	项目协作	term	问题清单	curated	2026-09-17
问题跟踪	wen ti gen zong	30	项目协作	term	问题跟踪	curated	2026-09-17
问题闭环	wen ti bi huan	30	项目协作	term	问题闭环	curated	2026-09-17
间谍对象	jian die dui xiang	30	测试验收	term	间谍对象	curated	2026-09-17
间隙锁	jian xi suo	30	后端数据	term	间隙锁	curated	2026-09-17
防抖	fang dou	30	前端交互	term	防抖	curated	2026-09-17
防腐层	fang fu ceng	30	架构设计	term	防腐层	curated	2026-09-17
防重提交	fang chong ti jiao	30	后端数据	term	防重提交	curated	2026-09-17
阻塞事项	zu se shi xiang	30	项目协作	term	阻塞事项	curated	2026-09-17
阻塞原因	zu se yuan yin	30	项目协作	term	阻塞原因	curated	2026-09-17
阻止默认行为	zu zhi mo ren xing wei	30	前端交互	term	阻止默认行为	curated	2026-09-17
限流策略	xian liu ce lve	30	可靠运维	term	限流策略	curated	2026-09-17
限界上下文	xian jie shang xia wen	30	架构设计	term	限界上下文	curated	2026-09-17
随机失败	sui ji shi bai	30	测试验收	term	随机失败	curated	2026-09-17
随机抖动	sui ji dou dong	30	可靠运维	term	随机抖动	curated	2026-09-17
隐式依赖	yin shi yi lai	30	开发操作	term	隐式依赖	curated	2026-09-17
隐私声明	yin si sheng ming	30	桌面移动	term	隐私声明	curated	2026-09-17
隔离工作区	ge li gong zuo qu	30	开发操作	term	隔离工作区	curated	2026-09-17
集成事件	ji cheng shi jian	30	架构设计	term	集成事件	curated	2026-09-17
集成测试	ji cheng ce shi	30	测试验收	term	集成测试	curated	2026-09-17
需求优先级	xu qiu you xian ji	30	项目协作	term	需求优先级	curated	2026-09-17
需求冻结	xu qiu dong jie	30	项目协作	term	需求冻结	curated	2026-09-17
需求分析	xu qiu fen xi	30	项目协作	term	需求分析	curated	2026-09-17
需求变更	xu qiu bian geng	30	项目协作	term	需求变更	curated	2026-09-17
需求拆分	xu qiu chai fen	30	项目协作	term	需求拆分	curated	2026-09-17
需求收集	xu qiu shou ji	30	项目协作	term	需求收集	curated	2026-09-17
需求文档	xu qiu wen dang	30	项目协作	term	需求文档	curated	2026-09-17
需求澄清	xu qiu cheng qing	30	项目协作	term	需求澄清	curated	2026-09-17
需求确认	xu qiu que ren	30	项目协作	term	需求确认	curated	2026-09-17
需求背景	xu qiu bei jing	30	项目协作	term	需求背景	curated	2026-09-17
需求范围	xu qiu fan wei	30	项目协作	term	需求范围	curated	2026-09-17
需求评审	xu qiu ping shen	30	项目协作	term	需求评审	curated	2026-09-17
需求追踪	xu qiu zhui zong	30	项目协作	term	需求追踪	curated	2026-09-17
静态分析	jing tai fen xi	30	测试验收	term	静态分析	curated	2026-09-17
静态导入	jing tai dao ru	30	前端交互	term	静态导入	curated	2026-09-17
静态检查	jing tai jian cha	30	测试验收	term	静态检查	curated	2026-09-17
静态生成	jing tai sheng cheng	30	前端交互	term	静态生成	curated	2026-09-17
非功能测试	fei gong neng ce shi	30	测试验收	term	非功能测试	curated	2026-09-17
非功能需求	fei gong neng xu qiu	30	项目协作	term	非功能需求	curated	2026-09-17
非受控组件	fei shou kong zu jian	30	前端交互	term	非受控组件	curated	2026-09-17
非法状态	fei fa zhuang tai	30	架构设计	term	非法状态	curated	2026-09-17
非法输入	fei fa shu ru	30	测试验收	term	非法输入	curated	2026-09-17
非聚簇索引	fei ju cu suo yin	30	后端数据	term	非聚簇索引	curated	2026-09-17
面包屑	mian bao xie	30	前端交互	term	面包屑	curated	2026-09-17
页面刷新	ye mian shua xin	30	前端交互	term	页面刷新	curated	2026-09-17
页面回退	ye mian hui tui	30	前端交互	term	页面回退	curated	2026-09-17
页面恢复	ye mian hui fu	30	前端交互	term	页面恢复	curated	2026-09-17
页面状态	ye mian zhuang tai	30	前端交互	term	页面状态	curated	2026-09-17
页面生命周期	ye mian sheng ming zhou qi	30	桌面移动	term	页面生命周期	curated	2026-09-17
页面缓存	ye mian huan cun	30	前端交互	term	页面缓存	curated	2026-09-17
项目交接	xiang mu jiao jie	30	项目协作	term	项目交接	curated	2026-09-17
项目依赖	xiang mu yi lai	30	项目协作	term	项目依赖	curated	2026-09-17
项目成员	xiang mu cheng yuan	30	项目协作	term	项目成员	curated	2026-09-17
项目指令	xiang mu zhi ling	30	代理开发	term	项目指令	curated	2026-09-17
项目文档	xiang mu wen dang	30	项目协作	term	项目文档	curated	2026-09-17
项目术语	xiang mu shu yu	30	项目协作	term	项目术语	curated	2026-09-17
项目目标	xiang mu mu biao	30	项目协作	term	项目目标	curated	2026-09-17
项目约定	xiang mu yue ding	30	代理开发	term	项目约定	curated	2026-09-17
项目范围	xiang mu fan wei	30	项目协作	term	项目范围	curated	2026-09-17
项目计划	xiang mu ji hua	30	项目协作	term	项目计划	curated	2026-09-17
项目记忆	xiang mu ji yi	30	代理开发	term	项目记忆	curated	2026-09-17
项目进度	xiang mu jin du	30	项目协作	term	项目进度	curated	2026-09-17
项目风险	xiang mu feng xian	30	项目协作	term	项目风险	curated	2026-09-17
预加载	yu jia zai	30	前端交互	term	预加载	curated	2026-09-17
预加载脚本	yu jia zai jiao ben	30	桌面移动	term	预加载脚本	curated	2026-09-17
预发布环境	yu fa bu huan jing	30	可靠运维	term	预发布环境	curated	2026-09-17
预取	yu qu	30	前端交互	term	预取	curated	2026-09-17
预期结果	yu qi jie guo	30	测试验收	term	预期结果	curated	2026-09-17
预编辑	yu bian ji	30	桌面移动	term	预编辑	curated	2026-09-17
预过滤	yu guo lv	30	向量检索	term	预过滤	curated	2026-09-17
领域不变量	ling yu bu bian liang	30	架构设计	term	领域不变量	curated	2026-09-17
领域事件	ling yu shi jian	30	架构设计	term	领域事件	curated	2026-09-17
领域层	ling yu ceng	30	架构设计	term	领域层	curated	2026-09-17
领域服务	ling yu fu wu	30	架构设计	term	领域服务	curated	2026-09-17
领域模型	ling yu mo xing	30	架构设计	term	领域模型	curated	2026-09-17
领域约束	ling yu yue shu	30	架构设计	term	领域约束	curated	2026-09-17
领域规则	ling yu gui ze	30	架构设计	term	领域规则	curated	2026-09-17
领域词汇	ling yu ci hui	30	项目协作	term	领域词汇	curated	2026-09-17
领域驱动设计	ling yu qu dong she ji	30	架构设计	term	领域驱动设计	curated	2026-09-17
风险清单	feng xian qing dan	30	项目协作	term	风险清单	curated	2026-09-17
风险缓解	feng xian huan jie	30	项目协作	term	风险缓解	curated	2026-09-17
饥饿	ji e	30	排障修复	term	饥饿	curated	2026-09-17
首屏加载	shou ping jia zai	30	前端交互	term	首屏加载	curated	2026-09-17
首屏渲染	shou ping xuan ran	30	前端交互	term	首屏渲染	curated	2026-09-17
验收条件	yan shou tiao jian	30	项目协作	term	验收条件	curated	2026-09-17
验收标准	yan shou biao zhun	30	项目协作	term	验收标准	curated	2026-09-17
验收流程	yan shou liu cheng	30	项目协作	term	验收流程	curated	2026-09-17
验收清单	yan shou qing dan	30	项目协作	term	验收清单	curated	2026-09-17
验收用例	yan shou yong li	30	项目协作	term	验收用例	curated	2026-09-17
验收结果	yan shou jie guo	30	项目协作	term	验收结果	curated	2026-09-17
验证修复	yan zheng xiu fu	30	排障修复	term	验证修复	curated	2026-09-17
验证结果	yan zheng jie guo	30	排障修复	term	验证结果	curated	2026-09-17
验证证据	yan zheng zheng ju	30	测试验收	term	验证证据	curated	2026-09-17
骨架屏	gu jia ping	30	前端交互	term	骨架屏	curated	2026-09-17
高内聚	gao nei ju	30	架构设计	term	高内聚	curated	2026-09-17
高分辨率	gao fen bian lv	30	桌面移动	term	高分辨率	curated	2026-09-17
高阶组件	gao jie zu jian	30	前端交互	term	高阶组件	curated	2026-09-17
麦克风权限	mai ke feng quan xian	30	桌面移动	term	麦克风权限	curated	2026-09-17
默认行为	mo ren xing wei	30	前端交互	term	默认行为	curated	2026-09-17
鼠标事件	shu biao shi jian	30	桌面移动	term	鼠标事件	curated	2026-09-17
向后兼容	xiang hou jian rong	30	架构设计	term	向后兼容	curated	2026-09-17
